,product/slug,location/country,score,industry,segment,Review,sentiment,review_processed,category
219,checkr,United States,1.0,Transportation/Trucking/Railroad,enterprise,"I like how fas the email comes to out clients 
The assistance for clients should the email not come or id some how missed is a major pain point 
Back ground checks  and screenings
Stay on top of them, help/ support will not come unless you fight tooth and nail for it. ",negative,"['like', 'fa', 'email', 'come', 'client', 'assistance', 'client', 'email', 'come', 'id', 'missed', 'major', 'pain', 'point', 'back', 'ground', 'check', 'screening', 'stay', 'top', 'help/', 'support', 'come', 'unless', 'fight', 'tooth', 'nail']","Communication, Features & Functions, Checks"
220,hipeople,United Kingdom,4.0,Computer Software,mid-market,"Easy to use and follow, I like how the results are really visual and readable.
The assessment was a bit fiddly to drill down into specific areas.
nan
Identifying potential areas for development and strengths assessment.",positive,"['easy', 'use', 'follow', 'like', 'result', 'really', 'visual', 'readable', 'assessment', 'wa', 'bit', 'fiddly', 'drill', 'specific', 'area', 'nan', 'identifying', 'potential', 'area', 'development', 'strength', 'assessment']","Technology, Adjectives"
221,checkr,United States,3.5,Information Technology and Services,enterprise,"The Checkr dashboard is quite good and the API offers a lot of functionality
The API documentation could be improved and made clearer
nan
Background checks",negative,"['checkr', 'dashboard', 'quite', 'good', 'api', 'offer', 'lot', 'functionality', 'api', 'documentation', 'could', 'improved', 'made', 'clearer', 'nan', 'background', 'check']","Platform, Documentation & Compliance, Checks"
222,hireright,United States,3.0,Transportation/Trucking/Railroad,mid-market,"DAC is great. Always a go to reference - very helpful! Also like the ease of access to chat with customer service and the assistance they provide. 
The amount of time it takes for some reports to return. And it may hit in a county where nothing comes back. I've had to wait weeks for some WideScreen searches to be completed. Even after asking it to be expedited. 
As mentioned for what I like best - the DAC. It is a great tool. Some candidates may forget an employer (on purpose or accident) and when the report comes back showing an employer and they had incidences with that employer, it's good to know those things and to then present to the candidate and ask questions in regards to those things. 
Don't hesitate to contact support. They definitely do what they can to get orders straight and answer any questions you may have. ",negative,"['dac', 'great', 'always', 'go', 'reference', 'helpful', 'also', 'like', 'ease', 'access', 'chat', 'customer', 'service', 'assistance', 'provide', 'amount', 'time', 'take', 'report', 'return', 'may', 'hit', 'county', 'nothing', 'come', 'back', ""'ve"", 'wait', 'week', 'widescreen', 'search', 'completed', 'even', 'asking', 'expedited', 'mentioned', 'like', 'best', 'dac', 'great', 'tool', 'candidate', 'may', 'forget', 'employer', 'purpose', 'accident', 'report', 'come', 'back', 'showing', 'employer', 'incidence', 'employer', ""'s"", 'good', 'know', 'thing', 'present', 'candidate', 'ask', 'question', 'regard', 'thing', ""n't"", 'hesitate', 'contact', 'support', 'definitely', 'get', 'order', 'straight', 'answer', 'question', 'may']","Communication, Checks, Platform, Documentation & Compliance, People Management, Time, Adjectives"
223,zinc-work,United Kingdom,4.5,Information Technology and Services,mid-market,"The seamless experience and lack of admin whilst still being able to conduct thorough background checks.
That you can't view reasons for when there are issues or have more than one person as the main admin
nan
Conducting background and reference checks for new employees, helps hugely for our client work.",positive,"['seamless', 'experience', 'lack', 'admin', 'whilst', 'still', 'able', 'conduct', 'thorough', 'background', 'check', 'ca', ""n't"", 'view', 'reason', 'issue', 'one', 'person', 'main', 'admin', 'nan', 'conducting', 'background', 'reference', 'check', 'new', 'employee', 'help', 'hugely', 'client', 'work']","Communication, Complaints & Issues, Checks, People Management, Features & Functions, Time"
224,hireright,,5.0,Pharmaceuticals,mid-market,"The fact that there is always something learned that I was not aware of with the system. Also the help that if offered when something is not working the way I am trying to do it. 
That we didn't start using HireRight sooner!
Efficiency. I am able to get out candidates to work much faster with HireRight. That we should have been using this sooner.
Do not hesitate to start using this now.",positive,"['fact', 'always', 'something', 'learned', 'wa', 'aware', 'system', 'also', 'help', 'offered', 'something', 'working', 'way', 'trying', ""n't"", 'start', 'using', 'hireright', 'sooner', 'efficiency', 'able', 'get', 'candidate', 'work', 'much', 'faster', 'hireright', 'using', 'sooner', 'hesitate', 'start', 'using']","Communication, Time, People Management, Performance & Quality"
225,checkr,United States,4.0,Outsourcing/Offshoring,enterprise,"I enjoy that Neil is easy to talk with and very approachable, he always replies promptly and quick to find answers or resolutions. 
That we cannot use CheckR for under 18 and have to use another vendor. 
We have a unique 3rd layer with our clients and having different requirements, Neil is knowledgeable when I ask questions and advises me of the best possible option for our business.  
Easy to use, timely and efficient, would definitely recommend, and I've used several background check vendors.",positive,"['enjoy', 'neil', 'easy', 'talk', 'approachable', 'always', 'reply', 'promptly', 'quick', 'find', 'answer', 'resolution', 'use', 'checkr', '18', 'use', 'another', 'vendor', 'unique', '3rd', 'layer', 'client', 'different', 'requirement', 'neil', 'knowledgeable', 'ask', 'question', 'advises', 'best', 'possible', 'option', 'business', 'easy', 'use', 'timely', 'efficient', 'would', 'definitely', 'recommend', ""'ve"", 'used', 'several', 'background', 'check', 'vendor']","Communication, Performance & Quality, Checks, Platform, Documentation & Compliance, Time, Adjectives"
226,certn,Canada,5.0,Translation and Localization,enterprise,"Speed of Certn to get new hires approved
That they not gone global enough yet, but looks like that is coming
nan
Getting employees hired more quickly",positive,"['speed', 'certn', 'get', 'new', 'hire', 'approved', 'gone', 'global', 'enough', 'yet', 'look', 'like', 'coming', 'nan', 'getting', 'employee', 'hired', 'quickly']","Time, People Management, Platform, Features & Functions"
227,checkr,United States,5.0,Automotive,mid-market,"Super easy interface.  Even inexperienced hiring managers can assign the proper background check and/or drug screen  within just a few selections and clicks.  It doesn't get easier than this.
That it will show ""consider"" when results come up, but I don't get an insight from my limited view, on if it is a consider for background results or for drug screen.  Also, I wish I would get automatic emails when someone's background came up as ""consider"" and/or when they are cleared!
nan
I need to make sure that I can trust the background results completely, so that my company is not risking the cost of a bad hire.  It's incredibly important that our background software/ partner is trustworthy, fast, and convenient.  Checkr is! Easy",positive,"['super', 'easy', 'interface', 'even', 'inexperienced', 'hiring', 'manager', 'assign', 'proper', 'background', 'check', 'and/or', 'drug', 'screen', 'within', 'selection', 'click', 'doe', ""n't"", 'get', 'easier', 'show', '``', 'consider', ""''"", 'result', 'come', ""n't"", 'get', 'insight', 'limited', 'view', 'consider', 'background', 'result', 'drug', 'screen', 'also', 'wish', 'would', 'get', 'automatic', 'email', 'someone', ""'s"", 'background', 'came', '``', 'consider', ""''"", 'and/or', 'cleared', 'nan', 'need', 'make', 'sure', 'trust', 'background', 'result', 'completely', 'company', 'risking', 'cost', 'bad', 'hire', ""'s"", 'incredibly', 'important', 'background', 'software/', 'partner', 'trustworthy', 'fast', 'convenient', 'checkr', 'easy']","Communication, Technology, Checks, Platform, Cost, People Management, Features & Functions, Adjectives"
228,hireright,United States,4.0,Transportation/Trucking/Railroad,mid-market,"Everything! Great customer service and communication, easy to use, candidates love it - can be done right from their phones in less than 5 minutes.
That it took so long for us to sign up! No flaws so far!
nan
Background checks for new hires. Amazing Background",positive,"['everything', 'great', 'customer', 'service', 'communication', 'easy', 'use', 'candidate', 'love', 'done', 'right', 'phone', 'le', '5', 'minute', 'took', 'long', 'u', 'sign', 'flaw', 'far', 'nan', 'background', 'check', 'new', 'hire', 'amazing', 'background']","Communication, Checks, People Management, Time, Adjectives"
229,zinc-work,Greece,4.5,Human Resources,small-business,"Integration with our ATS and email notifications
That I have to enter manually many times the candidates in the system or ATS
nan
Client satisfaction and quick reference checks",positive,"['integration', 'email', 'notification', 'enter', 'manually', 'many', 'time', 'candidate', 'system', 'nan', 'client', 'satisfaction', 'quick', 'reference', 'check']","Technology, Checks, Platform, Integration, People Management, Features & Functions, Time"
